AVON PRODUCTS,AVP,2,NYSE,HOUSEHOLD PRODUCTS
TEREX,TEX,32,NYSE,INDUSTRIALS
NVR,NVR,2303,NYSE,ENGINEERING & CONSTRUCTION
DANA HOLDING,DAN,15,NYSE,MOTOR VEHICLES & PARTS
REALOGY HOLDINGS,RLGY,0,None,FINANCIALS
AMERICAN TOWER,AMT,157,NYSE,TELECOM
PACKAGING CORP. OF AMERICA,PKG,99,NYSE,MATERIALS
CITIZENS FINANCIAL GROUP,CFG,38,NYSE,FINANCIALS
UNITED RENTALS,URI,131,NYSE,BUSINESS SERVICES
CLOROX,CLX,158,NYSE,HOUSEHOLD PRODUCTS
GENESIS HEALTHCARE,GEN,2,NYSE,HEALTH
M&T BANK CORP.,MTB,165,NYSE,FINANCIALS
INGREDION,INGR,106,NYSE,FOOD BEVERAGE
UGI,UGI,55,NYSE,ENERGY
OWENS CORNING,OC,49,NYSE,MATERIALS
S&P GLOBAL,SPGI,186,NYSE,BUSINESS SERVICES
MARKEL,MKL,1127,NYSE,FINANCIALS
WYNDHAM WORLDWIDE,WYN,413,LON,"HOTELS, RESTAURANTS & LEISURE"
ARTHUR J. GALLAGHER,AJG,77,NYSE,FINANCIALS
BURLINGTON STORES,BURL,171,NYSE,RETAILING
FIRST AMERICAN FINANCIAL,FAF,46,NYSE,FINANCIALS
SYMANTEC,SYMC,23,NASDAQ,TECH
PATTERSON,PDCO,24,NASDAQ,WHOLESALERS
OLIN,OLN,22,NYSE,CHEMICALS
NETAPP,NTAP,83,NASDAQ,TECH
RAYMOND JAMES FINANCIAL,RJF,81,NYSE,FINANCIALS
TRAVELCENTERS OF AMERICA,TA,4,NASDAQ,RETAILING
FISERV,FISV,79,NASDAQ,BUSINESS SERVICES
HOST HOTELS & RESORTS,HST,19,NYSE,FINANCIALS
INSIGHT ENTERPRISES,NSIT,45,NASDAQ,WHOLESALERS
MATTEL,MAT,14,NASDAQ,HOUSEHOLD PRODUCTS
AMTRUST FINANCIAL SERVICES,AFSI,14,NASDAQ,FINANCIALS
CINCINNATI FINANCIAL,CINF,81,NASDAQ,FINANCIALS
SIMON PROPERTY GROUP,SPG,187,NYSE,FINANCIALS
WESTERN UNION,WU,18,NYSE,BUSINESS SERVICES
KEYCORP,KEY,19,NYSE,FINANCIALS
DELEK US HOLDINGS,DK,39,NYSE,ENERGY
BOOZ ALLEN HAMILTON HOLDING,BAH,50,NYSE,TECH
CHEMOURS,CC,35,NYSE,CHEMICALS
WESTERN & SOUTHERN FINANCIAL GROUP,PVT-23,0,PRIVATE,FINANCIALS
CELANESE,CE,106,NYSE,CHEMICALS
WINDSTREAM HOLDINGS,WIN,5,NASDAQ,TELECOM
SEABOARD,SEB,3625,NYSEAMERICAN,FOOD BEVERAGE
ESSENDANT,ESND,13,NASDAQ,WHOLESALERS
APACHE,APA,38,NYSE,ENERGY
TRANSPORTATIONGAS,PVT-24,0,PRIVATE,WHOLESALERS
KELLY SERVICES,KELYA,24,NASDAQ,BUSINESS SERVICES
LIBERTY MEDIA,LSXMA,41,NASDAQ,MEDIA
ROCKWELL COLLINS,COL,133,NYSE,AEROSPACE & DEFENSE
ROBERT HALF INTERNATIONAL,RHI,65,NYSE,BUSINESS SERVICES
CH2M HILL,PVT-25,0,PRIVATE,ENGINEERING & CONSTRUCTION
BIG LOTS,BIG,44,NYSE,RETAILING
MICHAELS COS.,MIK,17,NASDAQ,RETAILING
TOLL BROTHERS,TOL,34,NYSE,ENGINEERING & CONSTRUCTION
YAHOO,YHOO,0,None,TECH
VISTRA ENERGY,VST,25,NYSE,ENERGY
ABM INDUSTRIES,ABM,33,NYSE,BUSINESS SERVICES
